2026-03-22 14:49:47 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:49:56 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1060'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:49:56 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'296'), (b'X-Request-Id', b'821f7953-99a4-41fc-8005-d47ed318da39'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:49:56 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:49:56 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:49:56 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:49:56 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:49:56 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:49:59 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=4 tools=True
2026-03-22 14:49:59 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:49:59 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:49:59 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:49:59 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:49:59 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1250'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:00 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'295'), (b'X-Request-Id', b'8fd5b4b5-ed99-4865-b6d6-466eaee3c5e2'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:00 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:00 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=6 tools=True
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:00 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:02 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1092'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:02 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'294'), (b'X-Request-Id', b'450be98b-6deb-4b21-bcb7-db0cf087c147'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:02 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:02 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:02 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:02 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:02 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:04 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=8 tools=True
2026-03-22 14:50:04 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:04 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:04 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:04 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:04 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:05 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1232'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:05 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'293'), (b'X-Request-Id', b'f67569f4-c7f7-40c5-bdd7-6f2a57d7982b'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:05 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:05 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:05 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:05 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:05 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:06 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=10 tools=True
2026-03-22 14:50:06 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:06 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:06 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:06 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:06 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:07 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1093'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:07 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'292'), (b'X-Request-Id', b'27ce7f73-9cd9-48c3-810e-fd03f0acc6df'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:07 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:07 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:07 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:07 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:07 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:09 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=12 tools=True
2026-03-22 14:50:09 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:09 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:09 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:09 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:09 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:10 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1116'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:10 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'291'), (b'X-Request-Id', b'61c2f856-a461-4b48-b0e8-0f7bc6069097'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:10 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:10 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:10 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:10 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:10 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:11 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=14 tools=True
2026-03-22 14:50:11 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:11 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:11 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:11 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:11 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:12 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1287'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:12 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'290'), (b'X-Request-Id', b'6d0a2c40-2793-4233-9cf9-8ff945342aa7'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:12 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:12 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:12 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:12 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:12 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:13 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:50:13 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:13 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:13 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:13 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:13 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1521'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:15 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'289'), (b'X-Request-Id', b'549c2481-d378-4c60-a5e8-b65933989b3c'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:15 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:15 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:15 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1071'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:16 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'288'), (b'X-Request-Id', b'0c85df7a-0d1e-4f04-abc3-4fdb95f192fa'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:16 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:16 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=True
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:16 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1213'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:18 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'287'), (b'X-Request-Id', b'a1627e51-6609-46dc-8cf5-7b607d5e8740'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:50:18 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:50:18 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=4 tools=True
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:50:18 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:50:24 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:50:24 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'286'), (b'X-Request-Id', b'6c4e6218-f4e5-4bbb-9030-4b5850d7556b'), (b'X-Robots-Tag', b'noindex, nofollow'), (b'Transfer-Encoding', b'chunked')])
2026-03-22 14:50:24 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:50:24 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:50:24 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:50:24 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:50:24 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:57:45 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:57:45 | DEBUG | httpcore.connection | close.started
2026-03-22 14:57:45 | DEBUG | httpcore.connection | close.complete
2026-03-22 14:57:45 | DEBUG | httpcore.connection | connect_tcp.started host='ru-2.gateway.nekocode.app' port=443 local_address=None timeout=5.0 socket_options=None
2026-03-22 14:57:45 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7038a8a9da90>
2026-03-22 14:57:45 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x7038a97fb5d0> server_hostname='ru-2.gateway.nekocode.app' timeout=5.0
2026-03-22 14:57:45 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7038a9e4a3f0>
2026-03-22 14:57:45 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:57:45 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:57:45 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:57:45 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:57:45 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1970'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:57:47 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'299'), (b'X-Request-Id', b'18d707d1-2545-4f80-8587-dcd3d85560ab'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:57:47 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:57:47 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:57:47 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1193'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:57:49 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'298'), (b'X-Request-Id', b'8809964d-2c79-4624-a9ca-c10053dd2a29'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:57:49 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | receive_response_body.complete
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | response_closed.started
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | response_closed.complete
2026-03-22 14:57:49 | DEBUG | browser_agent.openai | OpenAI request: model=gpt-5.1-2025-11-13 messages=2 tools=False
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | send_request_headers.complete
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | send_request_body.complete
2026-03-22 14:57:49 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-03-22 14:57:50 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Length', b'1073'), (b'Content-Type', b'application/json'), (b'Date', b'Sun, 22 Mar 2026 11:57:50 GMT'), (b'Vary', b'Origin'), (b'X-Ratelimit-Limit', b'300'), (b'X-Ratelimit-Remaining', b'297'), (b'X-Request-Id', b'633de11e-1899-4d07-89b9-96283b58288a'), (b'X-Robots-Tag', b'noindex, nofollow')])
2026-03-22 14:57:50 | INFO | httpx | HTTP Request: POST https://ru-2.gateway.nekocode.app/alpha/v1/chat/completions "HTTP/1.1 200 OK"
2026-03-22 14:57:50 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-03-22 14:57:50 | DEBUG | httpcore.http11 | receive_response_body.complete
